did,fair_aggregate,fair_F,fair_A,fair_I,fair_R,status,upload_date,NumberOfInstances,NumberOfFeatures,MajorityClassPercentage,upload_date_ordinal
43595,0.36432878278507586,0.36432878278507586,0.36432878278507586,0.36432878278507586,0.36432878278507586,fallback,,614.0,12.0,,
43596,0.42898777216656425,0.42898777216656425,0.42898777216656425,0.42898777216656425,0.42898777216656425,fallback,,6854.0,23.0,,
43597,0.4535278681871553,0.4535278681871553,0.4535278681871553,0.4535278681871553,0.4535278681871553,fallback,,158353.0,5.0,,
43598,0.4411123497255094,0.4411123497255094,0.4411123497255094,0.4411123497255094,0.4411123497255094,fallback,,36860.0,10.0,,
43599,0.43892525736046495,0.43892525736046495,0.43892525736046495,0.43892525736046495,0.43892525736046495,fallback,,13578.0,20.0,,
43600,0.46701907425828537,0.46701907425828537,0.46701907425828537,0.46701907425828537,0.46701907425828537,fallback,,81115.0,15.0,,
43601,0.3691924655720351,0.3691924655720351,0.3691924655720351,0.3691924655720351,0.3691924655720351,fallback,,2272.0,5.0,,
43602,0.4761785384103098,0.4761785384103098,0.4761785384103098,0.4761785384103098,0.4761785384103098,fallback,,190967.0,11.0,,
43603,0.40904302198580883,0.40904302198580883,0.40904302198580883,0.40904302198580883,0.40904302198580883,fallback,,5834.0,12.0,,
43604,0.3987829290055805,0.3987829290055805,0.3987829290055805,0.3987829290055805,0.3987829290055805,fallback,,491.0,53.0,,
43605,0.3760333325005998,0.3760333325005998,0.3760333325005998,0.3760333325005998,0.3760333325005998,fallback,,1000.0,13.0,,
43606,0.48219744531020564,0.48219744531020564,0.48219744531020564,0.48219744531020564,0.48219744531020564,fallback,,128125.0,19.0,,
43607,0.4228043086695039,0.4228043086695039,0.4228043086695039,0.4228043086695039,0.4228043086695039,fallback,,5021.0,23.0,,
43565,0.4241769410724139,0.4241769410724139,0.4241769410724139,0.4241769410724139,0.4241769410724139,fallback,,12495.0,12.0,,
43609,0.4748823655272381,0.4748823655272381,0.4748823655272381,0.4748823655272381,0.4748823655272381,fallback,,131662.0,14.0,,
43610,0.46452461831791564,0.46452461831791564,0.46452461831791564,0.46452461831791564,0.46452461831791564,fallback,,28831.0,30.0,,
43611,0.3647156246125411,0.3647156246125411,0.3647156246125411,0.3647156246125411,0.3647156246125411,fallback,,699.0,11.0,,
43612,0.34370879754760847,0.34370879754760847,0.34370879754760847,0.34370879754760847,0.34370879754760847,fallback,,178.0,14.0,,
43613,0.3593359826840561,0.3593359826840561,0.3593359826840561,0.3593359826840561,0.3593359826840561,fallback,,205.0,23.0,,
43614,0.3972291381354691,0.3972291381354691,0.3972291381354691,0.3972291381354691,0.3972291381354691,fallback,,6274.0,7.0,,
43615,0.5146251321382093,0.5146251321382093,0.5146251321382093,0.5146251321382093,0.5146251321382093,fallback,,67980.0,103.0,,
43616,0.3492052430906085,0.3492052430906085,0.3492052430906085,0.3492052430906085,0.3492052430906085,fallback,,215.0,15.0,,
43617,0.46751886336524445,0.46751886336524445,0.46751886336524445,0.46751886336524445,0.46751886336524445,fallback,,61214.0,19.0,,
43618,0.42643336172941604,0.42643336172941604,0.42643336172941604,0.42643336172941604,0.42643336172941604,fallback,,8950.0,17.0,,
43619,0.3446468929785523,0.3446468929785523,0.3446468929785523,0.3446468929785523,0.3446468929785523,fallback,,157.0,16.0,,
43620,0.41320554918233116,0.41320554918233116,0.41320554918233116,0.41320554918233116,0.41320554918233116,fallback,,6497.0,13.0,,
43621,0.4492976669843016,0.4492976669843016,0.4492976669843016,0.4492976669843016,0.4492976669843016,fallback,,73316.0,8.0,,
43622,0.4273150637780045,0.4273150637780045,0.4273150637780045,0.4273150637780045,0.4273150637780045,fallback,,11000.0,15.0,,
43608,0.3250165721267851,0.3250165721267851,0.3250165721267851,0.3250165721267851,0.3250165721267851,fallback,,140.0,8.0,,
43566,0.5062565430493378,0.5062565430493378,0.5062565430493378,0.5062565430493378,0.5062565430493378,fallback,,977687.0,10.0,,
43567,0.3364771532510981,0.3364771532510981,0.3364771532510981,0.3364771532510981,0.3364771532510981,fallback,,250.0,8.0,,
43568,0.379210160291737,0.379210160291737,0.379210160291737,0.379210160291737,0.379210160291737,fallback,,1635.0,10.0,,
43569,0.3625524947318423,0.3625524947318423,0.3625524947318423,0.3625524947318423,0.3625524947318423,fallback,,205.0,26.0,,
43570,0.3681421509812391,0.3681421509812391,0.3681421509812391,0.3681421509812391,0.3681421509812391,fallback,,1234.0,8.0,,
43571,0.34370879754760847,0.34370879754760847,0.34370879754760847,0.34370879754760847,0.34370879754760847,fallback,,178.0,14.0,,
43572,0.3740690037007508,0.3740690037007508,0.3740690037007508,0.3740690037007508,0.3740690037007508,fallback,,1003.0,12.0,,
43573,0.531115326328177,0.531115326328177,0.531115326328177,0.531115326328177,0.531115326328177,fallback,,4500000.0,8.0,,
43574,0.440268084688853,0.440268084688853,0.440268084688853,0.440268084688853,0.440268084688853,fallback,,12820.0,22.0,,
43575,0.4173068488309297,0.4173068488309297,0.4173068488309297,0.4173068488309297,0.4173068488309297,fallback,,32875.0,4.0,,
43576,0.4714979117069318,0.4714979117069318,0.4714979117069318,0.4714979117069318,0.4714979117069318,fallback,,21828.0,48.0,,
43577,0.4333885598416003,0.4333885598416003,0.4333885598416003,0.4333885598416003,0.4333885598416003,fallback,,3299.0,47.0,,
43578,0.4528452528168143,0.4528452528168143,0.4528452528168143,0.4528452528168143,0.4528452528168143,fallback,,87645.0,8.0,,
43594,0.3499078981416995,0.3499078981416995,0.3499078981416995,0.3499078981416995,0.3499078981416995,fallback,,153.0,20.0,,
43580,0.3924434307067352,0.3924434307067352,0.3924434307067352,0.3924434307067352,0.3924434307067352,fallback,,733.0,31.0,,
43581,0.3729599258257957,0.3729599258257957,0.3729599258257957,0.3729599258257957,0.3729599258257957,fallback,,779.0,14.0,,
43582,0.36160491056512645,0.36160491056512645,0.36160491056512645,0.36160491056512645,0.36160491056512645,fallback,,768.0,9.0,,
43583,0.3366048421149254,0.3366048421149254,0.3366048421149254,0.3366048421149254,0.3366048421149254,fallback,,296.0,7.0,,
43584,0.5437153233487547,0.5437153233487547,0.5437153233487547,0.5437153233487547,0.5437153233487547,fallback,,2083778.0,24.0,,
43585,0.4366609656782343,0.4366609656782343,0.4366609656782343,0.4366609656782343,0.4366609656782343,fallback,,827.0,147.0,,
43586,0.5451871982648694,0.5451871982648694,0.5451871982648694,0.5451871982648694,0.5451871982648694,fallback,,1746661.0,29.0,,
43587,0.4872547982855813,0.4872547982855813,0.4872547982855813,0.4872547982855813,0.4872547982855813,fallback,,1567.0,592.0,,
43588,0.3694474888186334,0.3694474888186334,0.3694474888186334,0.3694474888186334,0.3694474888186334,fallback,,1000.0,10.0,,
43589,0.41508966094012756,0.41508966094012756,0.41508966094012756,0.41508966094012756,0.41508966094012756,fallback,,6497.0,14.0,,
43590,0.5535055929658363,0.5535055929658363,0.5535055929658363,0.5535055929658363,0.5535055929658363,fallback,,614584.0,86.0,,
43591,0.3506125317679591,0.3506125317679591,0.3506125317679591,0.3506125317679591,0.3506125317679591,fallback,,600.0,7.0,,
43592,0.3845861623800399,0.3845861623800399,0.3845861623800399,0.3845861623800399,0.3845861623800399,fallback,,6335.0,4.0,,
43593,0.5013587752484646,0.5013587752484646,0.5013587752484646,0.5013587752484646,0.5013587752484646,fallback,,678013.0,11.0,,
43579,0.5416787343211675,0.5416787343211675,0.5416787343211675,0.5416787343211675,0.5416787343211675,fallback,,1692056.0,26.0,,
43416,0.3965916975679618,0.3965916975679618,0.3965916975679618,0.3965916975679618,0.3965916975679618,fallback,,3480.0,11.0,,
43417,0.38054314774398373,0.38054314774398373,0.38054314774398373,0.38054314774398373,0.38054314774398373,fallback,,1255.0,13.0,,
43419,0.3978408506404705,0.3978408506404705,0.3978408506404705,0.3978408506404705,0.3978408506404705,fallback,,1429.0,23.0,,
43420,0.36334476029787766,0.36334476029787766,0.36334476029787766,0.36334476029787766,0.36334476029787766,fallback,,439.0,15.0,,
43421,0.4201687024452922,0.4201687024452922,0.4201687024452922,0.4201687024452922,0.4201687024452922,fallback,,23911.0,6.0,,
43422,0.4129072400708666,0.4129072400708666,0.4129072400708666,0.4129072400708666,0.4129072400708666,fallback,,20507.0,5.0,,
43423,0.3477533305736853,0.3477533305736853,0.3477533305736853,0.3477533305736853,0.3477533305736853,fallback,,335.0,10.0,,
43424,0.3917960982746256,0.3917960982746256,0.3917960982746256,0.3917960982746256,0.3917960982746256,fallback,,4773.0,7.0,,
43425,0.3702691320217088,0.3702691320217088,0.3702691320217088,0.3702691320217088,0.3702691320217088,fallback,,1615.0,7.0,,
43426,0.5374077988421491,0.5374077988421491,0.5374077988421491,0.5374077988421491,0.5374077988421491,fallback,,2382643.0,17.0,,
43427,0.40284556122342535,0.40284556122342535,0.40284556122342535,0.40284556122342535,0.40284556122342535,fallback,,10000.0,6.0,,
43428,0.5167508771802479,0.5167508771802479,0.5167508771802479,0.5167508771802479,0.5167508771802479,fallback,,263007.0,41.0,,
43429,0.47587150022216945,0.47587150022216945,0.47587150022216945,0.47587150022216945,0.47587150022216945,fallback,,100000.0,18.0,,
43506,0.4479057085335601,0.4479057085335601,0.4479057085335601,0.4479057085335601,0.4479057085335601,fallback,,5978.0,52.0,,
43431,0.4076854856995073,0.4076854856995073,0.4076854856995073,0.4076854856995073,0.4076854856995073,fallback,,6855.0,10.0,,
43432,0.5752840187285281,0.5752840187285281,0.5752840187285281,0.5752840187285281,0.5752840187285281,fallback,,2632753.0,66.0,,
43433,0.3503646912525625,0.3503646912525625,0.3503646912525625,0.3503646912525625,0.3503646912525625,fallback,,339.0,11.0,,
43434,0.36258896725480394,0.36258896725480394,0.36258896725480394,0.36258896725480394,0.36258896725480394,fallback,,1097.0,7.0,,
43435,0.45944003339954076,0.45944003339954076,0.45944003339954076,0.45944003339954076,0.45944003339954076,fallback,,30000.0,24.0,,
43437,0.41127839389811255,0.41127839389811255,0.41127839389811255,0.41127839389811255,0.41127839389811255,fallback,,3168.0,21.0,,
43438,0.47718814131383075,0.47718814131383075,0.47718814131383075,0.47718814131383075,0.47718814131383075,fallback,,52199.0,31.0,,
43439,0.4695209529977514,0.4695209529977514,0.4695209529977514,0.4695209529977514,0.4695209529977514,fallback,,110527.0,13.0,,
43440,0.3629414522641687,0.3629414522641687,0.3629414522641687,0.3629414522641687,0.3629414522641687,fallback,,517.0,13.0,,
43441,0.34088120338404176,0.34088120338404176,0.34088120338404176,0.34088120338404176,0.34088120338404176,fallback,,188.0,12.0,,
43443,0.4902689818528261,0.4902689818528261,0.4902689818528261,0.4902689818528261,0.4902689818528261,fallback,,41544.0,60.0,,
43445,0.42583400932368964,0.42583400932368964,0.42583400932368964,0.42583400932368964,0.42583400932368964,fallback,,1080.0,81.0,,
43430,0.5246907336815056,0.5246907336815056,0.5246907336815056,0.5246907336815056,0.5246907336815056,fallback,,122410.0,97.0,,
43385,0.3754443051820637,0.3754443051820637,0.3754443051820637,0.3754443051820637,0.3754443051820637,fallback,,2518.0,6.0,,
43387,0.40284556122342535,0.40284556122342535,0.40284556122342535,0.40284556122342535,0.40284556122342535,fallback,,10000.0,6.0,,
43388,0.47645772843723194,0.47645772843723194,0.47645772843723194,0.47645772843723194,0.47645772843723194,fallback,,142524.0,14.0,,
43389,0.3605313104940148,0.3605313104940148,0.3605313104940148,0.3605313104940148,0.3605313104940148,fallback,,989.0,7.0,,
43390,0.42365868295906295,0.42365868295906295,0.42365868295906295,0.42365868295906295,0.42365868295906295,fallback,,10000.0,14.0,,
43391,0.37278049917470774,0.37278049917470774,0.37278049917470774,0.37278049917470774,0.37278049917470774,fallback,,2202.0,6.0,,
43392,0.38561423053490684,0.38561423053490684,0.38561423053490684,0.38561423053490684,0.38561423053490684,fallback,,992.0,19.0,,
43393,0.5078778175413449,0.5078778175413449,0.5078778175413449,0.5078778175413449,0.5078778175413449,fallback,,384977.0,22.0,,
43394,0.3887057299430608,0.3887057299430608,0.3887057299430608,0.3887057299430608,0.3887057299430608,fallback,,2096.0,12.0,,
43395,0.4011872029181571,0.4011872029181571,0.4011872029181571,0.4011872029181571,0.4011872029181571,fallback,,11370.0,5.0,,
43396,0.3718193413870689,0.3718193413870689,0.3718193413870689,0.3718193413870689,0.3718193413870689,fallback,,495.0,19.0,,
43397,0.349753737397233,0.349753737397233,0.349753737397233,0.349753737397233,0.349753737397233,fallback,,1097.0,4.0,,
43398,0.35423433435454904,0.35423433435454904,0.35423433435454904,0.35423433435454904,0.35423433435454904,fallback,,303.0,14.0,,
43415,0.3683318023027124,0.3683318023027124,0.3683318023027124,0.3683318023027124,0.3683318023027124,fallback,,480.0,17.0,,
43400,0.5161175585719726,0.5161175585719726,0.5161175585719726,0.5161175585719726,0.5161175585719726,fallback,,1048575.0,14.0,,
43401,0.4026849423006637,0.4026849423006637,0.4026849423006637,0.4026849423006637,0.4026849423006637,fallback,,1177.0,32.0,,
43402,0.39177759102889526,0.39177759102889526,0.39177759102889526,0.39177759102889526,0.39177759102889526,fallback,,3509.0,9.0,,
43403,0.3633009292612151,0.3633009292612151,0.3633009292612151,0.3633009292612151,0.3633009292612151,fallback,,583.0,12.0,,
43404,0.37870257736498497,0.37870257736498497,0.37870257736498497,0.37870257736498497,0.37870257736498497,fallback,,3667.0,5.0,,
43405,0.3328728210918126,0.3328728210918126,0.3328728210918126,0.3328728210918126,0.3328728210918126,fallback,,140.0,11.0,,
43406,0.3833300201975259,0.3833300201975259,0.3833300201975259,0.3833300201975259,0.3833300201975259,fallback,,1599.0,12.0,,
43407,0.4374260616992329,0.4374260616992329,0.4374260616992329,0.4374260616992329,0.4374260616992329,fallback,,16834.0,16.0,,
43408,0.4075436499956431,0.4075436499956431,0.4075436499956431,0.4075436499956431,0.4075436499956431,fallback,,2202.0,24.0,,
43409,0.45989033154060066,0.45989033154060066,0.45989033154060066,0.45989033154060066,0.45989033154060066,fallback,,108096.0,9.0,,
43410,0.45991120340166275,0.45991120340166275,0.45991120340166275,0.45991120340166275,0.45991120340166275,fallback,,20976.0,32.0,,
43412,0.4563654301300241,0.4563654301300241,0.4563654301300241,0.4563654301300241,0.4563654301300241,fallback,,70464.0,11.0,,
43413,0.33628833611677544,0.33628833611677544,0.33628833611677544,0.33628833611677544,0.33628833611677544,fallback,,149.0,12.0,,
43414,0.38140990421623977,0.38140990421623977,0.38140990421623977,0.38140990421623977,0.38140990421623977,fallback,,704.0,21.0,,
43399,0.43300011691675455,0.43300011691675455,0.43300011691675455,0.43300011691675455,0.43300011691675455,fallback,,12455.0,17.0,,
43477,0.3288459087260996,0.3288459087260996,0.3288459087260996,0.3288459087260996,0.3288459087260996,fallback,,200.0,7.0,,
43478,0.3889571067987612,0.3889571067987612,0.3889571067987612,0.3889571067987612,0.3889571067987612,fallback,,4971.0,6.0,,
43479,0.5424308278498811,0.5424308278498811,0.5424308278498811,0.5424308278498811,0.5424308278498811,fallback,,3606803.0,15.0,,
43480,0.4365765255488805,0.4365765255488805,0.4365765255488805,0.4365765255488805,0.4365765255488805,fallback,,14911.0,17.0,,
43481,0.3795006098903788,0.3795006098903788,0.3795006098903788,0.3795006098903788,0.3795006098903788,fallback,,1472.0,11.0,,
43482,0.39558343167917576,0.39558343167917576,0.39558343167917576,0.39558343167917576,0.39558343167917576,fallback,,2434.0,14.0,,
43483,0.36160491056512645,0.36160491056512645,0.36160491056512645,0.36160491056512645,0.36160491056512645,fallback,,768.0,9.0,,
43484,0.4863918590615773,0.4863918590615773,0.4863918590615773,0.4863918590615773,0.4863918590615773,fallback,,147972.0,20.0,,
43485,0.45388584269141097,0.45388584269141097,0.45388584269141097,0.45388584269141097,0.45388584269141097,fallback,,33077.0,18.0,,
43486,0.4181425053382291,0.4181425053382291,0.4181425053382291,0.4181425053382291,0.4181425053382291,fallback,,2922.0,29.0,,
43487,0.46450299564923325,0.46450299564923325,0.46450299564923325,0.46450299564923325,0.46450299564923325,fallback,,49184.0,20.0,,
43488,0.4306193220821298,0.4306193220821298,0.4306193220821298,0.4306193220821298,0.4306193220821298,fallback,,4610.0,33.0,,
43489,0.5169374134990333,0.5169374134990333,0.5169374134990333,0.5169374134990333,0.5169374134990333,fallback,,1000000.0,15.0,,
43446,0.39510794630820717,0.39510794630820717,0.39510794630820717,0.39510794630820717,0.39510794630820717,fallback,,388.0,55.0,,
43491,0.39886969985830145,0.39886969985830145,0.39886969985830145,0.39886969985830145,0.39886969985830145,fallback,,6814.0,7.0,,
43492,0.4611546956115915,0.4611546956115915,0.4611546956115915,0.4611546956115915,0.4611546956115915,fallback,,80327.0,12.0,,
43493,0.4071054596273653,0.4071054596273653,0.4071054596273653,0.4071054596273653,0.4071054596273653,fallback,,3660.0,16.0,,
43495,0.45066145074711145,0.45066145074711145,0.45066145074711145,0.45066145074711145,0.45066145074711145,fallback,,92320.0,7.0,,
43496,0.5248838803932923,0.5248838803932923,0.5248838803932923,0.5248838803932923,0.5248838803932923,fallback,,242572.0,59.0,,
43497,0.5388347364683637,0.5388347364683637,0.5388347364683637,0.5388347364683637,0.5388347364683637,fallback,,7801920.0,7.0,,
43498,0.3854596602079434,0.3854596602079434,0.3854596602079434,0.3854596602079434,0.3854596602079434,fallback,,2951.0,8.0,,
43499,0.34541019374192583,0.34541019374192583,0.34541019374192583,0.34541019374192583,0.34541019374192583,fallback,,194.0,14.0,,
43500,0.4041694978498591,0.4041694978498591,0.4041694978498591,0.4041694978498591,0.4041694978498591,fallback,,1008.0,38.0,,
43501,0.45431235456376795,0.45431235456376795,0.45431235456376795,0.45431235456376795,0.45431235456376795,fallback,,20851.0,26.0,,
43502,0.5426182939387636,0.5426182939387636,0.5426182939387636,0.5426182939387636,0.5426182939387636,fallback,,2875146.0,18.0,,
43503,0.4221026472128098,0.4221026472128098,0.4221026472128098,0.4221026472128098,0.4221026472128098,fallback,,26355.0,6.0,,
43504,0.4851731736636213,0.4851731736636213,0.4851731736636213,0.4851731736636213,0.4851731736636213,fallback,,1000000.0,4.0,,
43505,0.42199045178701794,0.42199045178701794,0.42199045178701794,0.42199045178701794,0.42199045178701794,fallback,,3111.0,32.0,,
43490,0.3522809271407022,0.3522809271407022,0.3522809271407022,0.3522809271407022,0.3522809271407022,fallback,,231.0,16.0,,
43447,0.4401985894374823,0.4401985894374823,0.4401985894374823,0.4401985894374823,0.4401985894374823,fallback,,13580.0,21.0,,
43448,0.36743152502743287,0.36743152502743287,0.36743152502743287,0.36743152502743287,0.36743152502743287,fallback,,1030.0,9.0,,
43449,0.3949408924201398,0.3949408924201398,0.3949408924201398,0.3949408924201398,0.3949408924201398,fallback,,1984.0,16.0,,
43450,0.4610170611362025,0.4610170611362025,0.4610170611362025,0.4610170611362025,0.4610170611362025,fallback,,9322.0,61.0,,
43451,0.4799602966843428,0.4799602966843428,0.4799602966843428,0.4799602966843428,0.4799602966843428,fallback,,30000.0,52.0,,
43452,0.3793129295278448,0.3793129295278448,0.3793129295278448,0.3793129295278448,0.3793129295278448,fallback,,395.0,30.0,,
43453,0.41678496909641966,0.41678496909641966,0.41678496909641966,0.41678496909641966,0.41678496909641966,fallback,,12353.0,9.0,,
43454,0.4432221921604904,0.4432221921604904,0.4432221921604904,0.4432221921604904,0.4432221921604904,fallback,,32581.0,12.0,,
43455,0.47587150022216945,0.47587150022216945,0.47587150022216945,0.47587150022216945,0.47587150022216945,fallback,,100000.0,18.0,,
43456,0.3766006560635243,0.3766006560635243,0.3766006560635243,0.3766006560635243,0.3766006560635243,fallback,,1272.0,11.0,,
43457,0.4521953874217224,0.4521953874217224,0.4521953874217224,0.4521953874217224,0.4521953874217224,fallback,,38472.0,15.0,,
43458,0.3939586352965006,0.3939586352965006,0.3939586352965006,0.3939586352965006,0.3939586352965006,fallback,,10153.0,4.0,,
43459,0.377833222940909,0.377833222940909,0.377833222940909,0.377833222940909,0.377833222940909,fallback,,3510.0,5.0,,
43476,0.5070058065439337,0.5070058065439337,0.5070058065439337,0.5070058065439337,0.5070058065439337,fallback,,3000000.0,4.0,,
43461,0.4125246464594479,0.4125246464594479,0.4125246464594479,0.4125246464594479,0.4125246464594479,fallback,,13547.0,7.0,,
43462,0.4067257444639867,0.4067257444639867,0.4067257444639867,0.4067257444639867,0.4067257444639867,fallback,,4689.0,13.0,,
43463,0.36653240706511525,0.36653240706511525,0.36653240706511525,0.36653240706511525,0.36653240706511525,fallback,,1338.0,7.0,,
43464,0.4057866514850368,0.4057866514850368,0.4057866514850368,0.4057866514850368,0.4057866514850368,fallback,,5528.0,11.0,,
43465,0.36439900668949626,0.36439900668949626,0.36439900668949626,0.36439900668949626,0.36439900668949626,fallback,,506.0,14.0,,
43466,0.3591744730369997,0.3591744730369997,0.3591744730369997,0.3591744730369997,0.3591744730369997,fallback,,1372.0,5.0,,
43467,0.3718005189269382,0.3718005189269382,0.3718005189269382,0.3718005189269382,0.3718005189269382,fallback,,2096.0,6.0,,
43468,0.38141615066770224,0.38141615066770224,0.38141615066770224,0.38141615066770224,0.38141615066770224,fallback,,3401.0,6.0,,
43470,0.38730843592973363,0.38730843592973363,0.38730843592973363,0.38730843592973363,0.38730843592973363,fallback,,3808.0,7.0,,
43471,0.4090217781623769,0.4090217781623769,0.4090217781623769,0.4090217781623769,0.4090217781623769,fallback,,16865.0,5.0,,
43472,0.36557470423172206,0.36557470423172206,0.36557470423172206,0.36557470423172206,0.36557470423172206,fallback,,1532.0,6.0,,
43473,0.4143108719192097,0.4143108719192097,0.4143108719192097,0.4143108719192097,0.4143108719192097,fallback,,5717.0,15.0,,
43474,0.37353284870698816,0.37353284870698816,0.37353284870698816,0.37353284870698816,0.37353284870698816,fallback,,2287.0,6.0,,
43475,0.4515605532378066,0.4515605532378066,0.4515605532378066,0.4515605532378066,0.4515605532378066,fallback,,5000.0,68.0,,
43460,0.4061372765306001,0.4061372765306001,0.4061372765306001,0.4061372765306001,0.4061372765306001,fallback,,9823.0,7.0,,
43793,0.3209659170911335,0.3209659170911335,0.3209659170911335,0.3209659170911335,0.3209659170911335,fallback,,114.0,8.0,,
43794,0.4513319519702519,0.4513319519702519,0.4513319519702519,0.4513319519702519,0.4513319519702519,fallback,,95488.0,7.0,,
43795,0.4056334570170424,0.4056334570170424,0.4056334570170424,0.4056334570170424,0.4056334570170424,fallback,,1013.0,40.0,,
43797,0.368268980970552,0.368268980970552,0.368268980970552,0.368268980970552,0.368268980970552,fallback,,615.0,14.0,,
43798,0.5457888357906945,0.5457888357906945,0.5457888357906945,0.5457888357906945,0.5457888357906945,fallback,,2312944.0,24.0,,
43799,0.44164923225312797,0.44164923225312797,0.44164923225312797,0.44164923225312797,0.44164923225312797,fallback,,6007.0,41.0,,
43800,0.38907268217653557,0.38907268217653557,0.38907268217653557,0.38907268217653557,0.38907268217653557,fallback,,5000.0,6.0,,
43801,0.3619264748774523,0.3619264748774523,0.3619264748774523,0.3619264748774523,0.3619264748774523,fallback,,1061.0,7.0,,
43802,0.4780847434664577,0.4780847434664577,0.4780847434664577,0.4780847434664577,0.4780847434664577,fallback,,270038.0,9.0,,
43803,0.3860887605371812,0.3860887605371812,0.3860887605371812,0.3860887605371812,0.3860887605371812,fallback,,2051.0,11.0,,
43804,0.4325262556802129,0.4325262556802129,0.4325262556802129,0.4325262556802129,0.4325262556802129,fallback,,19020.0,12.0,,
43805,0.3927081838043887,0.3927081838043887,0.3927081838043887,0.3927081838043887,0.3927081838043887,fallback,,2106.0,14.0,,
43806,0.3418832149732003,0.3418832149732003,0.3418832149732003,0.3418832149732003,0.3418832149732003,fallback,,117.0,18.0,,
43623,0.4181147728537453,0.4181147728537453,0.4181147728537453,0.4181147728537453,0.4181147728537453,fallback,,3749.0,24.0,,
43808,0.38837649879647457,0.38837649879647457,0.38837649879647457,0.38837649879647457,0.38837649879647457,fallback,,1000.0,21.0,,
43809,0.3727353829841625,0.3727353829841625,0.3727353829841625,0.3727353829841625,0.3727353829841625,fallback,,260.0,32.0,,
43810,0.38842433118259234,0.38842433118259234,0.38842433118259234,0.38842433118259234,0.38842433118259234,fallback,,4028.0,7.0,,
43812,0.3941876638327206,0.3941876638327206,0.3941876638327206,0.3941876638327206,0.3941876638327206,fallback,,1340.0,21.0,,
43814,0.41610025814388174,0.41610025814388174,0.41610025814388174,0.41610025814388174,0.41610025814388174,fallback,,1905.0,37.0,,
43815,0.4141966570953837,0.4141966570953837,0.4141966570953837,0.4141966570953837,0.4141966570953837,fallback,,9513.0,10.0,,
43816,0.41593841472591686,0.41593841472591686,0.41593841472591686,0.41593841472591686,0.41593841472591686,fallback,,6205.0,15.0,,
43817,0.41610617261041466,0.41610617261041466,0.41610617261041466,0.41610617261041466,0.41610617261041466,fallback,,3800.0,22.0,,
43818,0.44186581657515606,0.44186581657515606,0.44186581657515606,0.44186581657515606,0.44186581657515606,fallback,,22877.0,15.0,,
43819,0.43861719712078934,0.43861719712078934,0.43861719712078934,0.43861719712078934,0.43861719712078934,fallback,,3845.0,51.0,,
43820,0.43561185329509594,0.43561185329509594,0.43561185329509594,0.43561185329509594,0.43561185329509594,fallback,,18249.0,14.0,,
43821,0.4512922711000174,0.4512922711000174,0.4512922711000174,0.4512922711000174,0.4512922711000174,fallback,,6737.0,54.0,,
43822,0.45423069069425553,0.45423069069425553,0.45423069069425553,0.45423069069425553,0.45423069069425553,fallback,,33656.0,18.0,,
43807,0.3629414522641687,0.3629414522641687,0.3629414522641687,0.3629414522641687,0.3629414522641687,fallback,,517.0,13.0,,
43758,0.4049784066581686,0.4049784066581686,0.4049784066581686,0.4049784066581686,0.4049784066581686,fallback,,13760.0,5.0,,
43759,0.36111505986045983,0.36111505986045983,0.36111505986045983,0.36111505986045983,0.36111505986045983,fallback,,583.0,11.0,,
43760,0.41353484842901117,0.41353484842901117,0.41353484842901117,0.41353484842901117,0.41353484842901117,fallback,,21165.0,5.0,,
43761,0.43660347604749594,0.43660347604749594,0.43660347604749594,0.43660347604749594,0.43660347604749594,fallback,,5347.0,37.0,,
43762,0.46332169478297036,0.46332169478297036,0.46332169478297036,0.46332169478297036,0.46332169478297036,fallback,,25979.0,31.0,,
43763,0.41925077710379144,0.41925077710379144,0.41925077710379144,0.41925077710379144,0.41925077710379144,fallback,,726.0,85.0,,
43764,0.5209079310751161,0.5209079310751161,0.5209079310751161,0.5209079310751161,0.5209079310751161,fallback,,170646.0,66.0,,
43765,0.40566801888139287,0.40566801888139287,0.40566801888139287,0.40566801888139287,0.40566801888139287,fallback,,615.0,58.0,,
43766,0.47566627592827,0.47566627592827,0.47566627592827,0.47566627592827,0.47566627592827,fallback,,14999.0,74.0,,
43792,0.37592751397462637,0.37592751397462637,0.37592751397462637,0.37592751397462637,0.37592751397462637,fallback,,2580.0,6.0,,
43779,0.378145723750227,0.378145723750227,0.378145723750227,0.378145723750227,0.378145723750227,fallback,,2401.0,7.0,,
43780,0.436695245559979,0.436695245559979,0.436695245559979,0.436695245559979,0.436695245559979,fallback,,11385.0,21.0,,
43781,0.3467837845952962,0.3467837845952962,0.3467837845952962,0.3467837845952962,0.3467837845952962,fallback,,150.0,18.0,,
43782,0.38949669986658103,0.38949669986658103,0.38949669986658103,0.38949669986658103,0.38949669986658103,fallback,,8111.0,4.0,,
43783,0.35648148718405154,0.35648148718405154,0.35648148718405154,0.35648148718405154,0.35648148718405154,fallback,,1198.0,5.0,,
43784,0.436555302239283,0.436555302239283,0.436555302239283,0.436555302239283,0.436555302239283,fallback,,67408.0,5.0,,
43785,0.3710194190537231,0.3710194190537231,0.3710194190537231,0.3710194190537231,0.3710194190537231,fallback,,1234.0,9.0,,
43786,0.34412833810138715,0.34412833810138715,0.34412833810138715,0.34412833810138715,0.34412833810138715,fallback,,200.0,13.0,,
