did,fair_aggregate,fair_F,fair_A,fair_I,fair_R,status,upload_date,NumberOfInstances,NumberOfFeatures,MajorityClassPercentage,upload_date_ordinal
46010,0.44892543185663875,0.44892543185663875,0.44892543185663875,0.44892543185663875,0.44892543185663875,fallback,,219294.0,3.0,,
46910,0.4536405257215943,0.4536405257215943,0.4536405257215943,0.4536405257215943,0.4536405257215943,fallback,,45211.0,14.0,,
46904,0.3651951635571958,0.3651951635571958,0.3651951635571958,0.3651951635571958,0.3651951635571958,fallback,,1503.0,6.0,,
42638,0.361676291859792,0.361676291859792,0.361676291859792,0.361676291859792,0.361676291859792,fallback,,891.0,8.0,,
46923,0.4486787053587465,0.4486787053587465,0.4486787053587465,0.4486787053587465,0.4486787053587465,fallback,,53940.0,10.0,,
44141,0.4139155051629266,0.4139155051629266,0.4139155051629266,0.4139155051629266,0.4139155051629266,fallback,,10692.0,9.0,,
45031,0.43870762786263645,0.43870762786263645,0.43870762786263645,0.43870762786263645,0.43870762786263645,fallback,,16599.0,17.0,,
44960,0.36160491056512645,0.36160491056512645,0.36160491056512645,0.36160491056512645,0.36160491056512645,fallback,,768.0,9.0,,
45029,0.4313689003602425,0.4313689003602425,0.4313689003602425,0.4313689003602425,0.4313689003602425,fallback,,8192.0,22.0,,
45021,0.49442030706815987,0.49442030706815987,0.49442030706815987,0.49442030706815987,0.49442030706815987,fallback,,57580.0,55.0,,
